11	3.0
12	3.0
13	3.0
14	2.0
15	4.0
16	4.0
17	5.0
18	4.0
19	4.0
20	3.0
21	4.0
22	7.0
23	6.0
24	4.0
25	7.0
26	5.0
27	5.0
28	7.0
29	2.0
30	4.0
31	5.0
32	9.0
33	5.0
34	13.0
35	6.0
36	8.0
37	8.0
38	13.0
39	6.0
40	8.0
41	11.0
42	8.0
43	12.0
44	16.0
45	14.0
46	14.0
47	7.0
48	7.0
49	10.0
50	9.0
51	13.0
52	10.0
53	11.0
54	13.0
55	11.0
56	11.0
57	13.0
58	15.0
59	19.0
60	24.0
61	20.0
62	21.0
63	18.0
64	15.0
65	10.0
66	11.0
67	15.0
68	14.0
69	13.0
70	15.0
71	11.0
72	13.0
73	17.0
74	13.0
75	15.0
76	15.0
77	19.0
78	12.0
79	13.0
80	19.0
81	24.0
82	26.0
83	25.0
84	29.0
85	32.0
86	20.0
87	16.0
88	20.0
89	15.0
90	17.0
91	17.0
92	19.0
93	20.0
94	21.0
95	23.0
96	24.0
97	17.0
98	21.0
99	17.0
100	18.0
101	16.0
102	19.0
103	19.0
104	20.0
105	21.0
106	35.0
107	37.0
108	40.0
109	35.0
110	43.0
111	40.0
112	22.0
113	22.0
114	20.0
115	20.0
116	26.0
117	21.0
118	27.0
119	23.0
120	22.0
121	27.0
122	24.0
123	25.0
124	25.0
125	29.0
126	23.0
127	23.0
128	23.0
129	17.0
130	22.0
131	28.0
132	29.0
133	31.0
134	36.0
135	32.0
136	35.0
137	31.0
138	27.0
139	28.0
140	25.0
141	37.0
142	35.0
143	37.0
144	25.0
145	31.0
146	33.0
147	30.0
148	26.0
149	29.0
150	27.0
151	37.0
152	32.0
153	28.0
154	22.0
155	26.0
156	30.0
157	31.0
158	32.0
159	27.0
160	31.0
161	31.0
162	31.0
163	25.0
164	32.0
165	34.0
166	31.0
167	35.0
168	35.0
169	34.0
170	29.0
171	32.0
172	30.0
173	32.0
174	30.0
175	30.0
176	38.0
177	33.0
178	42.0
179	36.0
180	32.0
181	34.0
182	45.0
183	42.0
184	33.0
185	30.0
186	36.0
187	39.0
188	37.0
189	37.0
190	35.0
191	29.0
192	38.0
193	40.0
194	31.0
195	35.0
196	36.0
197	42.0
198	34.0
199	37.0
200	37.0
201	38.0
202	46.0
203	40.0
204	39.0
205	42.0
206	47.0
207	38.0
208	44.0
209	52.0
210	45.0
211	50.0
212	52.0
213	48.0
214	50.0
215	59.0
216	58.0
217	49.0
218	53.0
219	54.0
220	49.0
221	54.0
222	50.0
223	49.0
224	39.0
225	50.0
226	48.0
227	43.0
228	46.0
229	38.0
230	44.0
231	41.0
232	46.0
233	65.0
234	52.0
235	46.0
236	59.0
237	53.0
238	65.0
239	56.0
240	62.0
241	66.0
242	56.0
243	61.0
244	52.0
245	52.0
246	52.0
247	55.0
248	47.0
249	58.0
250	56.0
251	52.0
252	52.0
253	59.0
254	52.0
255	57.0
256	51.0
257	65.0
258	57.0
259	49.0
260	64.0
261	62.0
262	64.0
263	55.0
264	51.0
265	54.0
266	50.0
267	61.0
268	57.0
269	64.0
270	63.0
271	55.0
272	50.0
273	62.0
274	56.0
275	53.0
276	65.0
277	53.0
278	58.0
279	56.0
280	60.0
281	62.0
282	57.0
283	54.0
284	56.0
285	60.0
286	53.0
287	55.0
288	77.0
289	64.0
290	57.0
291	60.0
292	61.0
293	61.0
294	64.0
295	61.0
296	68.0
297	56.0
298	56.0
299	60.0
300	60.0
301	66.0
302	62.0
303	61.0
304	72.0
305	69.0
306	65.0
307	62.0
308	74.0
309	62.0
310	61.0
311	68.0
312	66.0
313	67.0
314	70.0
315	63.0
316	64.0
317	72.0
318	77.0
319	66.0
320	72.0
321	60.0
322	68.0
323	65.0
324	67.0
325	58.0
326	70.0
327	73.0
328	72.0
329	62.0
330	65.0
331	81.0
332	76.0
333	67.0
334	75.0
335	63.0
336	67.0
337	74.0
338	76.0
339	65.0
340	73.0
341	72.0
342	73.0
343	88.0
344	79.0
345	73.0
346	71.0
347	72.0
348	67.0
349	70.0
350	79.0
351	74.0
352	80.0
353	83.0
354	77.0
355	77.0
356	72.0
357	67.0
358	68.0
359	78.0
360	67.0
361	76.0
362	77.0
363	78.0
364	84.0
365	64.0
366	86.0
367	82.0
368	72.0
369	96.0
370	83.0
371	78.0
372	79.0
373	77.0
374	80.0
375	87.0
376	70.0
377	73.0
378	80.0
379	83.0
380	87.0
381	85.0
382	84.0
383	79.0
384	82.0
385	77.0
386	84.0
387	90.0
388	95.0
389	96.0
390	84.0
391	88.0
392	94.0
393	85.0
394	81.0
395	78.0
396	82.0
397	78.0
398	82.0
399	92.0
400	93.0
401	85.0
402	87.0
403	100.0
404	88.0
405	90.0
406	98.0
407	82.0
408	87.0
409	90.0
410	83.0
411	90.0
412	77.0
413	100.0
414	102.0
415	92.0
416	115.0
417	104.0
418	96.0
419	97.0
420	94.0
421	92.0
422	96.0
423	91.0
424	98.0
425	97.0
426	95.0
427	97.0
428	89.0
429	102.0
430	94.0
431	100.0
432	99.0
433	96.0
434	95.0
435	94.0
436	102.0
437	106.0
438	94.0
439	95.0
440	114.0
441	95.0
442	93.0
443	105.0
444	92.0
445	94.0
446	98.0
447	98.0
448	104.0
449	95.0
450	109.0
451	99.0
452	93.0
453	102.0
454	99.0
455	105.0
456	93.0
457	101.0
458	96.0
459	89.0
460	104.0
461	109.0
462	108.0
463	104.0
464	100.0
465	95.0
466	89.0
467	110.0
468	99.0
469	103.0
470	109.0
471	99.0
472	112.0
473	110.0
474	114.0
475	99.0
476	101.0
477	113.0
478	100.0
479	98.0
480	104.0
481	94.0
482	109.0
483	102.0
484	110.0
485	97.0
486	111.0
487	112.0
488	107.0
489	110.0
490	122.0
491	106.0
492	104.0
493	98.0
494	100.0
495	114.0
496	113.0
497	113.0
498	103.0
499	120.0
500	107.0
501	108.0
502	117.0
503	121.0
504	105.0
505	101.0
506	99.0
507	117.0
508	106.0
509	109.0
510	126.0
511	112.0
512	120.0
513	115.0
514	115.0
515	114.0
516	119.0
517	120.0
518	113.0
519	117.0
520	113.0
521	110.0
522	106.0
523	117.0
524	99.0
525	109.0
526	108.0
527	123.0
528	123.0
529	109.0
530	109.0
531	113.0
532	109.0
533	124.0
534	125.0
535	114.0
536	118.0
537	114.0
538	110.0
539	121.0
540	127.0
541	119.0
542	119.0
543	110.0
544	128.0
545	110.0
546	117.0
547	122.0
548	118.0
549	126.0
550	123.0
551	122.0
552	120.0
553	130.0
554	127.0
555	122.0
556	124.0
557	130.0
558	111.0
559	131.0
560	130.0
561	128.0
562	133.0
563	127.0
564	114.0
565	125.0
566	126.0
567	132.0
568	125.0
569	121.0
570	133.0
571	120.0
572	121.0
573	126.0
574	123.0
575	127.0
576	131.0
577	138.0
578	117.0
579	139.0
580	120.0
581	126.0
582	142.0
583	154.0
584	131.0
585	128.0
586	125.0
587	129.0
588	132.0
589	137.0
590	124.0
591	139.0
592	136.0
593	142.0
594	139.0
595	135.0
596	136.0
597	124.0
598	143.0
599	123.0
600	147.0
601	133.0
602	140.0
603	140.0
604	142.0
605	141.0
606	134.0
607	145.0
608	134.0
609	133.0
610	139.0
611	137.0
612	148.0
613	127.0
614	148.0
615	128.0
616	143.0
617	137.0
618	123.0
619	153.0
620	121.0
621	143.0
622	151.0
623	142.0
624	153.0
625	145.0
626	145.0
627	150.0
628	130.0
629	131.0
630	154.0
631	136.0
632	140.0
633	142.0
634	141.0
635	160.0
636	124.0
637	148.0
638	149.0
639	157.0
640	142.0
641	136.0
642	171.0
643	154.0
644	129.0
645	149.0
646	149.0
647	146.0
648	154.0
649	140.0
650	129.0
651	151.0
652	142.0
653	134.0
654	161.0
655	142.0
656	140.0
657	150.0
658	151.0
659	144.0
660	154.0
661	151.0
662	153.0
663	156.0
664	164.0
665	172.0
666	148.0
667	142.0
668	174.0
669	160.0
670	144.0
671	155.0
672	157.0
673	149.0
674	146.0
675	144.0
676	158.0
677	144.0
678	152.0
679	165.0
680	153.0
681	166.0
682	158.0
683	163.0
684	167.0
685	157.0
686	152.0
687	149.0
688	150.0
689	143.0
690	157.0
691	149.0
692	158.0
693	159.0
694	159.0
695	170.0
696	161.0
697	171.0
698	165.0
699	151.0
700	167.0
701	156.0
702	164.0
703	166.0
704	161.0
705	153.0
706	161.0
707	157.0
708	162.0
709	159.0
710	153.0
711	156.0
712	174.0
713	160.0
714	160.0
715	160.0
716	171.0
717	172.0
718	176.0
719	162.0
720	173.0
